Id,SalePrice
1461,11.630407615298209
1462,11.999501627378438
1463,12.103848830347612
1464,12.219548922360499
1465,12.09991199387975
1466,12.026849605632462
1467,12.041167825042908
1468,12.02200122210662
1469,12.0509856087578
1470,11.750976568557236
1471,12.116715826337561
1472,11.454944805527425
1473,11.494658685817315
1474,11.899140436184815
1475,11.617061195449512
1476,12.803303966259008
1477,12.377224954422479
1478,12.632808508562032
1479,12.600074627523917
1480,13.184455063798959
1481,12.604701339291871
1482,12.243301045950073
1483,12.068579679333647
1484,12.013474551520805
1485,12.170649258183456
1486,12.195148978208794
1487,12.728036506654437
1488,12.286215920010926
1489,12.15854867551922
1490,12.33370881684926
1491,12.197674503573477
1492,11.39448012112719
1493,12.198738574445855
1494,12.648914392746823
1495,12.509400690478438
1496,12.339500336683095
1497,12.039330969914321
1498,11.988731490137498
1499,12.026369037621604
1500,12.024198947251179
1501,12.130798186029168
1502,12.02155450950977
1503,12.37252013438439
1504,12.39006073039698
1505,12.287713959978905
1506,12.174014265995686
1507,12.39753974843678
1508,12.177617883166443
1509,11.962312259520779
1510,11.948120710069592
1511,11.824508750743018
1512,12.065544498423199
1513,11.83213597244205
1514,11.833499626087914
1515,12.11013281695149
1516,11.906682551985172
1517,11.976521779081116
1518,11.767241202930471
1519,12.27910074750925
1520,11.845885094416657
1521,11.853407701018265
1522,12.067718494272619
1523,11.60506196760603
1524,11.60465122167631
1525,11.67797065078676
1526,11.6030757360341
1527,11.595745524814818
1528,11.757489330724914
1529,11.876751376157847
1530,12.097837405020197
1531,11.841552244388518
1532,11.5326767580825
1533,11.94064199775446
1534,11.630423522303785
1535,11.904327193324132
1536,11.671944975147557
1537,11.249094991884975
1538,11.90475830067835
1539,12.004434571424145
1540,11.477027633758821
1541,11.767576134605969
1542,11.659037411966741
1543,12.013643455599256
1544,11.412818714367214
1545,11.603551545577437
1546,11.792480058344836
1547,11.786163778103514
1548,11.674827957226412
1549,11.656928154639361
1550,11.784297547687485
1551,11.633195408101892
1552,11.859189410905483
1553,11.805277125614285
1554,11.723199243978778
1555,12.01175053806681
1556,11.458053459827331
1557,11.266709128792638
1558,11.613756593685935
1559,11.479147871267894
1560,11.736318491026072
